synthetic_promoter	Rho_basal_wt	Rho_basal_crxnull	hsp68_basal_wt	NRL_motif	CRX_affinity_score
xcn	2.399562075	1.613593133	0.134131978	1	1.07483361
xcN	2.186803104	1.390168698	0.14862701	1	1.07483361
xCn	2.059115311	1.190197663	0.066695839	1	1.07483361
xCN	2.48697089	1.719022809	0.133994293	1	1.07483361
Xcn	2.70244433	1.73355989	0.138918237	1	1.07483361
XcN	2.622595481	1.740682099	0.203921195	1	1.07483361
XCn	3.254940397	2.353323869	0.359294636	1	1.07483361
XCN	3.518790978	2.634599153	0.625946638	1	1.07483361
xcr	0.274773354	1.20268848	0.07964328	0	2.05828421
xcR	0.300942436	0.791114153	0.062493028	0	2.05828421
xCr	0.153277579	0.619964005	0.045717191	0	2.05828421
xCR	0.17813226	0.852673435	0.082745379	0	2.05828421
Xcr	0.34790004	1.558263385	0.093512429	0	2.05828421
XcR	0.397024822	1.25879969	0.060147031	0	2.05828421
XCr	0.724103437	1.633062762	0.137048202	0	2.05828421
XCR	1.44135839	2.390712664	0.413694374	0	2.05828421
xcx	0.483504322	0.637975607	0.031679383	0	1.14979062
xcX	0.407346978	0.482628691	0.012641585	0	1.14979062
xCx	0.137044042	0.166112607	0.01614425	0	1.14979062
xCX	0.449852629	0.499615605	0.054831608	0	1.14979062
Xcx	0.535360696	0.750819198	0.027830478	0	1.14979062
XcX	0.350452745	0.465377381	0.010014875	0	1.14979062
XCx	0.793641025	0.98915201	0.073882109	0	1.14979062
XCX	1.277396141	1.336530266	0.034527133	0	1.14979062
xnc	2.456779658	1.767441176	0.223219977	1	1.07483361
xnC	1.838684573	1.092696478	0.692255834	1	1.07483361
xNc	2.007515844	1.426883469	0.084043776	1	1.07483361
xNC	2.048759269	1.337122442	0.748553052	1	1.07483361
Xnc	2.119609131	1.37898796	0.120402595	1	1.07483361
XnC	1.612840045	0.885205317	0.09592677	1	1.07483361
XNc	2.294033286	1.514447633	0.093651657	1	1.07483361
XNC	1.684207929	0.9968451	0.154260706	1	1.07483361
xnn	0.952190615	0.253910791	0.034721426	2	0.07495701
xnN	0.901482942	0.260260178	0.03463702	2	0.07495701
xNn	0.505955099	0.118920539	0.009071674	2	0.07495701
xNN	0.863850741	0.273858087	0.022379862	2	0.07495701
Xnn	0.625924772	0.159482802	0.014344361	2	0.07495701
XnN	0.459162846	0.103121062	0.018337716	2	0.07495701
XNn	0.477824246	0.101192382	0.046632378	2	0.07495701
XNN	0.791264473	0.222502009	0.018647196	2	0.07495701
xnr	0.878123856	0.446887937	0.039105122	1	1.05840761
xnR	0.989636772	0.543266125	0.054337659	1	1.05840761
xNr	0.471983973	0.24725318	0.016615251	1	1.05840761
xNR	0.952508472	0.618829889	0.022160361	1	1.05840761
Xnr	0.586445448	0.227468484	0.007258338	1	1.05840761
XnR	0.50865065	0.20561964	0.03065855	1	1.05840761
XNr	0.489074268	0.212441092	0.024289212	1	1.05840761
XNR	0.880162525	0.499072268	0.014485592	1	1.05840761
xnx	0.620353387	0.283449137	0.044956088	1	0.14991402
xnX	1.05599924	0.562843287	0.055136488	1	0.14991402
xNx	0.309149174	0.140492343	0.034433045	1	0.14991402
xNX	0.958348163	0.468668335	0.027841254	1	0.14991402
Xnx	0.345479695	0.128801405	0.010528584	1	0.14991402
XnX	0.499413439	0.18618649	0.010582888	1	0.14991402
XNx	0.221831566	0.106359434	0.051394906	1	0.14991402
XNX	0.974950957	0.463587987	0.056433625	1	0.14991402
xrc	0.188515456	1.20543045	0.109163084	0	2.05828421
xrC	0.27539093	0.826270313	0.076384252	0	2.05828421
xRc	0.170530989	0.677398721	0.023793582	0	2.05828421
xRC	0.236891599	0.771836758	0.112094581	0	2.05828421
Xrc	0.198585711	1.188505333	0.097597677	0	2.05828421
XrC	0.282927927	0.93503174	0.127830578	0	2.05828421
XRc	0.660154599	1.495815684	0.03336063	0	2.05828421
XRC	1.070163038	1.793903237	0.31528843	0	2.05828421
xrn	1.317932848	0.832711336	0.02740988	1	1.05840761
xrN	1.143326004	0.715448504	0.07068032	1	1.05840761
xRn	0.523539979	0.270808985	0.011317118	1	1.05840761
xRN	0.890204019	0.491282091	0.01778809	1	1.05840761
Xrn	2.073973174	1.395714048	0.096694637	1	1.05840761
XrN	2.004584699	1.234118654	0.064415227	1	1.05840761
XRn	0.96161194	0.64983572	0.015807943	1	1.05840761
XRN	1.29596736	0.70513103	0.024025694	1	1.05840761
xrr	0.065370623	0.469981783	0.01652139	0	2.04185821
xrR	0.050481123	0.193765085	0.007808909	0	2.04185821
xRr	0.067154492	0.363397297	0.035434183	0	2.04185821
xRR	0.205365144	0.358521582	0.117366373	0	2.04185821
Xrr	0.12233135	0.744043654	0.032645731	0	2.04185821
XrR	0.235553872	0.66361992	0.044200933	0	2.04185821
XRr	0.253183694	0.818847368	0.031032495	0	2.04185821
XRR	0.558591201	1.072294902	0.032395735	0	2.04185821
xrx	0.206475486	0.256014672	0.019284054	0	1.13336462
xrX	0.245216606	0.297977406	0.007185273	0	1.13336462
xRx	0.122038465	0.153129927	0.044536268	0	1.13336462
xRX	0.18227299	0.2092629	0.008278296	0	1.13336462
Xrx	0.325069399	0.377888178	0.050112782	0	1.13336462
XrX	0.335027907	0.410993116	0.033018129	0	1.13336462
XRx	0.396576395	0.432033416	0.022748819	0	1.13336462
XRX	0.423000967	0.427185262	0.015393911	0	1.13336462
xxc	0.686564037	0.953629207	0.050849871	0	1.14979062
xxC	0.731458085	0.818596232	0.129038021	0	1.14979062
xXc	0.233688287	0.481101473	0.005998688	0	1.14979062
xXC	0.560786144	0.558605308	0.069058528	0	1.14979062
Xxc	1.047765039	1.428420562	0.03837525	0	1.14979062
XxC	1.108417143	1.169539105	0.083377285	0	1.14979062
XXc	1.840591368	2.224792069	0.122813358	0	1.14979062
XXC	1.89453329	1.853743224	0.234425895	0	1.14979062
xxn	1.574632804	0.787707759	0.06241493	1	0.14991402
xxN	1.235626072	0.753080981	0.043717381	1	0.14991402
xXn	0.393109413	0.162093533	0.051669102	1	0.14991402
xXN	0.659864026	0.348069346	0.01499914	1	0.14991402
Xxn	1.537952859	0.923725102	0.119381786	1	0.14991402
XxN	1.601292363	1.17764643	0.045132845	1	0.14991402
XXn	1.22667593	0.820328381	0.025800953	1	0.14991402
XXN	1.608605415	1.068885569	0.044004938	1	0.14991402
xxr	0.259601362	0.496687431	0.021906837	0	1.13336462
xxR	0.260902143	0.332709614	0.041586352	0	1.13336462
xXr	0.228592473	0.427299954	0.031945238	0	1.13336462
xXR	0.198438918	0.191406277	0.022061933	0	1.13336462
Xxr	0.35297048	0.626508732	0.02308087	0	1.13336462
XxR	0.406550892	0.546925468	0.022163492	0	1.13336462
XXr	1.013807991	1.371723268	0.068300381	0	1.13336462
XXR	1.132921755	1.123971616	0.044642529	0	1.13336462
xxx	0.429301965	0.336235183	0.029915636	0	0.22487103
xxX	0.369729753	0.248086159	0.030844857	0	0.22487103
xXx	0.166845679	0.095244706	0.024366453	0	0.22487103
xXX	0.372076001	0.246791507	0.019880148	0	0.22487103
Xxx	0.390141308	0.323976264	0.038513296	0	0.22487103
XxX	0.330652636	0.255441258	0.014207499	0	0.22487103
XXx	0.439110292	0.384715449	0.030796504	0	0.22487103
XXX	0.733498449	0.607753548	0.011994694	0	0.22487103
cccc	0.267949011	0.93109558	0.3030382	0	3.9995064
Cccc	0.020350686	1.000949279	1.610722797	0	3.9995064
CccC	0.069295951	1.826175191	4.147357708	0	3.9995064
CCCC	0.0495322	0.556801533	1.158694035	0	3.9995064
cccN	1.942377724	2.389802244	10.7723818	1	2.9996298
cCcN	3.281971033	2.924896009	11.62612099	1	2.9996298
cCCn	2.68731547	2.447078144	12.28220559	1	2.9996298
CCCN	3.141352291	3.691172396	22.89356506	1	2.9996298
cCcR	0.09500314	1.762955506	2.99621957	0	3.9830804
cCCR	0.037571173	1.491081704	3.110341818	0	3.9830804
CcCr	0.045902693	1.284207316	2.97932224	0	3.9830804
CcCR	0.067369383	1.862723281	4.232668209	0	3.9830804
CCcR	0.065233317	1.660781151	4.703947885	0	3.9830804
CCCr	0.016909008	0.911375944	1.046905908	0	3.9830804
cCCX	0.180093007	2.309345385	2.961589448	0	3.07458681
CCCX	0.053855669	1.605740978	3.085538518	0	3.07458681
CcNc	2.647795673	2.369784352	14.27476777	1	2.9996298
CCNN	3.017835568	1.695790341	14.92477706	2	1.9997532
ccnr	2.511381015	2.243355538	3.995410938	1	2.9832038
Ccnr	3.126037587	2.490988623	4.347088524	1	2.9832038
ccNX	2.81997967	2.221885371	2.054516635	1	2.07471021
cCnx	2.725029113	1.955860664	1.718435249	1	2.07471021
cCNx	2.792241904	2.191471222	2.406024178	1	2.07471021
CcnX	3.508820886	2.589819772	7.455881902	1	2.07471021
ccrC	0.072534984	1.815307353	2.400102505	0	3.9830804
cCrc	0.022968157	1.128057017	2.324713172	0	3.9830804
cCrC	0.064960014	1.266796425	1.544857063	0	3.9830804
cCRc	0.037479821	1.495776895	1.16350122	0	3.9830804
Ccrc	0.027795852	1.226466719	2.84158514	0	3.9830804
ccrn	1.465448235	2.36180915	6.671399923	1	2.9832038
ccrN	2.430609919	2.50167046	9.911436787	1	2.9832038
cCRn	2.569394502	2.541058154	8.402287907	1	2.9832038
cCRN	2.927864634	2.556005526	9.82733011	1	2.9832038
CCRN	3.060082439	3.09715424	18.60590466	1	2.9832038
ccrr	0.025248071	1.313684265	0.461348371	0	3.9666544
ccRR	0.058895941	1.812838156	2.093139643	0	3.9666544
CcRr	0.014067444	0.526852397	0.381074373	0	3.9666544
CCrR	0.034833799	1.208230376	0.797250052	0	3.9666544
ccrX	0.096020325	1.753518855	1.395162689	0	3.05816081
ccRx	0.052146951	0.808799767	0.16602475	0	3.05816081
ccxc	0.064769719	1.640704094	1.863550001	0	3.07458681
cCXc	0.077595636	1.336923466	1.073924133	0	3.07458681
CcXc	0.06516649	0.973107033	1.553831358	0	3.07458681
CcXC	0.182410319	1.652974679	2.630375281	0	3.07458681
CCxN	3.459991932	2.694929315	8.312617921	1	2.07471021
cCXr	0.067682381	1.147608934	0.45691625	0	3.05816081
Ccxx	1.034188252	2.896178567	2.054617927	0	2.14966722
cnCC	1.714917999	2.15562678	12.72482024	1	2.9996298
cNcC	2.02463811	1.811751568	8.448696786	1	2.9996298
CnCc	2.451146907	2.367632315	15.95304402	1	2.9996298
CnCC	2.211890262	2.315573646	15.3508664	1	2.9996298
CNCc	2.454767091	2.31364385	18.04082917	1	2.9996298
cNcn	2.375249568	1.095250667	2.457005191	2	1.9997532
cNcN	2.31974027	0.999056747	3.019029859	2	1.9997532
CNcN	2.777613854	1.471251214	6.403376386	2	1.9997532
cncr	2.075339005	2.164935793	8.786265777	1	2.9832038
cnCr	1.727100165	1.8506517	4.781699775	1	2.9832038
cNCr	1.483067741	2.068977944	5.453478339	1	2.9832038
CNCr	2.302328259	2.194703174	8.024830259	1	2.9832038
cNcx	2.874764943	2.202035902	3.791120701	1	2.07471021
cNCx	2.498499559	1.873601342	3.630971483	1	2.07471021
cnnn	0.854636952	0.183351227	0.185981785	3	0.9998766
cnNn	0.790604853	0.20844434	0.104068716	3	0.9998766
cNNN	0.896496825	0.183949015	0.22757806	3	0.9998766
CNNN	1.017012721	0.264576824	0.417242154	3	0.9998766
Cnnr	1.550674149	0.651776317	0.278927869	2	1.9833272
CnNr	1.500889347	0.609122884	0.186124314	2	1.9833272
CNnr	1.743268969	0.768322319	0.155242122	2	1.9833272
CNnR	1.540110547	0.654437294	0.553757541	2	1.9833272
cnRC	1.777202842	1.767168248	6.572665164	1	2.9832038
cNrc	1.115677742	1.983336499	4.418425523	1	2.9832038
cNRC	1.413423389	1.777346167	5.886046558	1	2.9832038
Cnrc	2.509438006	2.386001105	10.18188139	1	2.9832038
CNrC	2.877426662	2.646711659	4.262842885	1	2.9832038
CNRc	2.053561202	2.070830257	0.495060658	1	2.9832038
cNRn	1.56315103	0.515035202	0.30881868	2	1.9833272
CNrn	2.522139042	1.140132087	0.461053829	2	1.9833272
Cnrr	2.063646836	1.849203927	1.96206802	1	2.9667778
cnrx	1.658373139	1.049770689	0.430957583	1	2.05828421
cNrx	1.418582079	0.897462296	0.191993923	1	2.05828421
CnRx	1.834603854	1.377697971	0.212471568	1	2.05828421
CNRx	2.227126086	1.797927498	0.170419993	1	2.05828421
CNxc	3.194980126	2.596220869	3.280483313	1	2.07471021
CNXc	2.8570374	2.500004143	3.739488538	1	2.07471021
cNXn	1.250545492	0.346042228	0.103731928	2	1.07483361
cNXN	1.444543351	0.499086796	0.253827573	2	1.07483361
CnXN	1.771264753	0.722928129	0.294732843	2	1.07483361
cnxr	1.548806612	1.164519077	0.27764108	1	2.05828421
cnxR	1.569786112	1.047447351	0.267380283	1	2.05828421
cnXr	2.256465018	2.064549033	1.629380414	1	2.05828421
CNxr	2.229369619	1.770127216	1.097488559	1	2.05828421
CnxX	1.803319906	0.946264994	0.160352725	1	1.14979062
CnXX	2.597754336	1.745071854	0.864794929	1	1.14979062
CNXx	2.349111486	1.749811607	0.583535083	1	1.14979062
crcC	0.067972565	1.744357968	2.469792522	0	3.9830804
CrcC	0.060153839	1.445449124	2.385745026	0	3.9830804
CrCc	0.035984217	1.307599556	1.528908398	0	3.9830804
crCN	3.176335616	3.083674499	15.38590209	1	2.9832038
cRCN	3.044394247	2.976004482	13.81118219	1	2.9832038
CRcn	2.677765907	2.695141704	15.02713711	1	2.9832038
crCr	0.033660816	1.211910473	0.724704102	0	3.9666544
CrCR	0.113326199	1.141148749	1.029357248	0	3.9666544
CRcR	0.04982624	1.178156192	1.628136514	0	3.9666544
CRCr	0.031042504	0.910914779	0.941152493	0	3.9666544
crcx	0.101959187	2.100929248	2.138133087	0	3.05816081
CrCX	0.166350647	1.835073729	0.526959938	0	3.05816081
CRCX	0.126694773	1.963760034	3.673230518	0	3.05816081
crnc	2.210557414	2.210828439	8.850529255	1	2.9832038
CRnN	2.095996925	0.93327681	1.802055559	2	1.9833272
CRNn	1.861661074	0.829298541	1.285534128	2	1.9833272
CRNR	2.595246455	2.24876367	3.804201953	1	2.9667778
crNx	1.675987901	1.112577839	0.474888972	1	2.05828421
crNX	2.497149545	1.739234164	0.791584576	1	2.05828421
cRnX	2.443380029	1.734607899	0.430913048	1	2.05828421
CrNX	2.258648094	1.631071293	0.143748194	1	2.05828421
cRrc	0.013540464	0.486592846	1.20587814	0	3.9666544
Crrc	0.039023456	0.649032555	0.64795863	0	3.9666544
CRrC	0.015320475	0.426613222	0.889487666	0	3.9666544
crrn	1.515414684	1.928304861	2.761464152	1	2.9667778
crRN	2.688046515	2.127961607	2.955215424	1	2.9667778
crrR	0.042143385	1.168109927	0.307878232	0	3.9502284
CRrr	0.010941433	0.420780245	0.375012225	0	3.9502284
CRrR	0.016326341	0.575367202	0.389009121	0	3.9502284
CRRR	0.020453573	0.935341987	1.027712914	0	3.9502284
Crrx	0.059891885	1.060181332	0.208244301	0	3.04173481
CRrx	0.057682506	0.963737727	0.280757448	0	3.04173481
crxC	0.119484277	1.286689453	1.189494684	0	3.05816081
cRXC	0.105922493	1.447086147	0.587885628	0	3.05816081
Crxc	0.064707163	1.561560337	0.402146063	0	3.05816081
CRXc	0.036739761	1.169055541	1.265153603	0	3.05816081
CRXC	0.076194976	1.66314278	2.500326237	0	3.05816081
crxR	0.144415029	1.132681802	0.290134516	0	3.04173481
cRxR	0.069757781	0.953037194	0.192957904	0	3.04173481
cRXr	0.062789926	0.919372139	0.123474707	0	3.04173481
CRXr	0.037041361	0.868960414	0.374559736	0	3.04173481
CRxx	0.217250862	1.748262764	0.619998222	0	2.13324122
cxCC	0.08222053	1.334113001	1.876699523	0	3.07458681
Cxcc	0.022897565	1.050308874	1.609858088	0	3.07458681
CxcC	0.140869614	1.31162254	1.5441718	0	3.07458681
CXCc	0.19084694	1.822394415	3.203609806	0	3.07458681
CXCn	3.602569731	3.142620443	5.589658792	1	2.07471021
CXCN	3.933578243	3.238933302	10.03636897	1	2.07471021
CxcR	0.085338902	1.253583845	0.986040964	0	3.05816081
CXcr	0.124368053	1.29502529	1.194049086	0	3.05816081
CXCR	0.141560183	2.196448049	3.190695478	0	3.05816081
cxCx	0.155950033	0.701264509	0.230132367	0	2.14966722
cXCx	0.190058622	0.857592303	0.283399986	0	2.14966722
Cxcx	0.168771328	1.446533415	0.469535439	0	2.14966722
CXcx	0.167773128	1.398606055	0.408386013	0	2.14966722
CXcX	0.136792157	0.701005766	0.068200685	0	2.14966722
CXCx	0.16294674	1.250576904	0.52631251	0	2.14966722
CXnc	3.160045737	2.69025554	2.156115288	1	2.07471021
CXnC	2.868847674	1.817401087	1.790627004	1	2.07471021
CXNc	2.914558544	2.304021386	2.281607815	1	2.07471021
cxNn	1.312556509	0.414554389	0.157613862	2	1.07483361
cXNn	0.918960367	0.253657244	0.073318785	2	1.07483361
Cxnr	2.34119248	1.517296574	0.203660269	1	2.05828421
cXNX	1.752890895	0.996158685	0.105783048	1	1.14979062
CxNX	2.377146259	1.525920829	0.245291399	1	1.14979062
CXNx	1.08583017	0.607063527	0.057430982	1	1.14979062
cxRC	0.108237177	1.221806612	1.213917547	0	3.05816081
cxrN	1.721982734	1.280392666	0.244842892	1	2.05828421
cxRN	2.173889862	1.413956283	0.311224609	1	2.05828421
cXRn	1.391623728	0.815233999	0.0716885	1	2.05828421
CXRN	2.58308016	1.7696752	0.60040485	1	2.05828421
cXRR	0.07114785	0.785097139	0.182909103	0	3.04173481
CxRr	0.028450714	0.241439878	0.053081309	0	3.04173481
cXrX	0.101704345	0.670545102	0.218700342	0	2.13324122
CxrX	0.113243466	1.116653329	0.079866834	0	2.13324122
CxRX	0.084904956	0.828820165	0.396234838	0	2.13324122
cXxc	0.101642932	1.041057733	0.130088865	0	2.14966722
CXXC	0.441459516	1.721908352	0.782190876	0	2.14966722
cxXn	1.105190046	0.628831588	0.028548214	1	1.14979062
cXxN	2.204706336	1.48798504	0.163089671	1	1.14979062
cXXn	1.589742256	0.910117155	0.102063309	1	1.14979062
cxxR	0.283963941	1.051260498	0.125202473	0	2.13324122
cXXr	0.093044747	0.811194628	0.078390839	0	2.13324122
CxXr	0.056701788	0.306020532	0.046392644	0	2.13324122
CXXr	0.194365592	1.265882625	0.094679134	0	2.13324122
CXXR	0.328161446	1.20126924	0.187605245	0	2.13324122
cxxX	1.041922774	1.045244184	0.050068116	0	1.22474763
cXXX	0.987809906	1.222582902	0.082265945	0	1.22474763
CxxX	0.677322233	0.985475182	0.045010868	0	1.22474763
CxXx	0.162851182	0.238154967	0.018386127	0	1.22474763
CXxx	0.498488394	0.927353619	0.090436091	0	1.22474763
CXXx	0.43948711	0.669621599	0.0541729	0	1.22474763
CXXX	0.919995151	1.175173752	0.05735215	0	1.22474763
ncCc	2.063611105	1.969336922	15.50444869	1	2.9996298
nCcc	0.956537598	2.534135207	16.9422818	1	2.9996298
Nccc	0.218551136	1.906636688	13.10177602	1	2.9996298
NcCC	1.192391443	2.346752702	11.9172457	1	2.9996298
NCCc	0.470299533	2.07399383	19.39682008	1	2.9996298
NCCC	0.271350931	1.805334949	15.13683857	1	2.9996298
NccN	2.997786731	1.53204929	8.045404666	2	1.9997532
NCcN	2.915278711	1.472155934	9.109676514	2	1.9997532
nccr	1.036348335	2.239164937	12.13828501	1	2.9832038
ncCR	1.952188941	2.389688908	15.71893568	1	2.9832038
nCcR	1.829670473	1.922839419	9.575701687	1	2.9832038
NcCr	0.947420221	1.859730935	4.97780614	1	2.9832038
NCcr	0.760220554	2.202461617	11.46620115	1	2.9832038
nccX	2.615144958	2.198779204	5.755043702	1	2.07471021
ncCx	2.62190919	2.189774841	7.606122752	1	2.07471021
nCcx	2.398349642	1.783338491	4.984350265	1	2.07471021
Nccx	2.448141049	2.394297874	7.657673404	1	2.07471021
ncNC	2.568022739	1.311183175	4.446441572	2	1.9997532
nCnC	1.986014245	0.926650946	2.937424338	2	1.9997532
Ncnc	2.370681592	1.480730567	4.722085927	2	1.9997532
NCnC	2.487230848	1.175458774	4.092590488	2	1.9997532
NCNc	2.395908338	1.424141202	5.941496323	2	1.9997532
NCNn	1.029222811	0.31592987	0.409206363	3	0.9998766
ncNr	2.138294992	0.965796158	0.324068304	2	1.9833272
nCnr	1.748434037	0.709008305	0.243649252	2	1.9833272
nCNr	2.096388742	0.92767162	0.26345562	2	1.9833272
nCNR	1.915417571	1.001859815	0.880748378	2	1.9833272
nCNX	1.951588816	0.879832234	0.268617197	2	1.07483361
NcNX	1.795704829	0.601826887	0.193244098	2	1.07483361
ncrC	2.397504796	2.419434116	11.64246989	1	2.9832038
nCrc	0.56309948	2.356892567	8.819735337	1	2.9832038
NcrC	1.588432131	2.364888011	8.756290543	1	2.9832038
NCRc	0.299227763	1.69773855	3.853515352	1	2.9832038
NCRC	0.406497487	1.981584096	13.91514969	1	2.9832038
ncrn	2.743698826	1.521288622	4.525118475	2	1.9833272
NcRN	2.762585568	1.381661453	2.159952022	2	1.9833272
NCrN	2.687771033	1.217017861	1.571320787	2	1.9833272
ncRr	1.769664447	1.9637122	1.146237862	1	2.9667778
nCrR	1.342804995	1.760645545	2.337989631	1	2.9667778
NCrr	0.412754149	1.686312425	2.222191562	1	2.9667778
NCrR	1.004926528	1.661226524	2.712787392	1	2.9667778
ncRx	2.180056612	2.004950674	0.392475106	1	2.05828421
nCRx	1.852458207	1.471181034	0.466001592	1	2.05828421
nCXc	2.263722343	2.256209657	4.100203056	1	2.07471021
NcXc	1.364903605	1.58446568	3.001833202	1	2.07471021
ncxn	2.492763322	1.213756723	0.562933136	2	1.07483361
NCxn	2.443046868	1.109353835	0.434949048	2	1.07483361
ncxR	2.748308463	2.254263228	1.880935226	1	2.05828421
NCxr	1.495002299	1.80373181	3.266302936	1	2.05828421
NcXX	2.238270982	1.381372174	0.329953125	1	1.14979062
nnCC	1.637043723	0.849587047	3.653544272	2	1.9997532
NncC	1.803933251	1.06856033	3.281187696	2	1.9997532
NNcC	1.830444007	1.003356288	4.232684898	2	1.9997532
nncn	1.438240652	0.417638965	0.794242268	3	0.9998766
NNcn	1.446507596	0.394703295	0.49472459	3	0.9998766
NNcr	1.732615252	1.085029778	1.740109607	2	1.9833272
nNCx	1.440974262	0.511566821	0.250907092	2	1.07483361
NncX	1.752995523	0.744234188	0.257780198	2	1.07483361
NnCX	1.372333922	0.469514006	0.195104721	2	1.07483361
nNNC	0.980639021	0.225945367	0.308231073	3	0.9998766
nnnn	0.284926362	0.023325611	0.040353851	4	0
nnNn	0.183354574	0.01610643	0.015952362	4	0
nnNN	0.398624463	0.034525583	0.032849048	4	0
NnNN	0.271075517	0.022197256	0.028020791	4	0
NNnN	0.243231936	0.031384421	0.031138892	4	0
NNNN	0.420944738	0.046652201	0.056953772	4	0
nnnr	0.628732272	0.104106588	0.035831784	3	0.9834506
nNNR	0.680028784	0.171438149	0.063183228	3	0.9834506
NnNR	0.477831384	0.071238434	0.123180801	3	0.9834506
nnnx	0.505555352	0.081497486	0.017952121	3	0.07495701
nNnx	0.313063496	0.038577413	0.010611782	3	0.07495701
NNnx	0.257558855	0.029994497	0.024921068	3	0.07495701
NNNx	0.32376842	0.074230128	0.02994223	3	0.07495701
Nnrc	1.577800456	1.006392319	0.876104884	2	1.9833272
NnRc	0.944109503	0.540626226	0.038190042	2	1.9833272
nNrn	0.815129409	0.116638741	0.035576462	3	0.9834506
nNrN	0.819756172	0.12668275	0.039637674	3	0.9834506
nNRN	0.86435493	0.157632568	0.285017055	3	0.9834506
NNrN	0.874961376	0.18483462	0.050033328	3	0.9834506
nNrr	0.795329009	0.467403619	0.047949463	2	1.9669012
NNRr	1.305456226	0.595151884	0.035763999	2	1.9669012
nnRx	0.817996546	0.271165031	0.019509841	2	1.05840761
nNrX	0.56485897	0.138694645	0.012471881	2	1.05840761
nNxC	0.854166534	0.263119659	0.103347039	2	1.07483361
nnXn	0.47279958	0.092951633	0.031290895	3	0.07495701
NnXn	0.356467066	0.092028458	0.059770559	3	0.07495701
NNxN	0.565367403	0.092099754	0.022730111	3	0.07495701
NnXR	0.711289034	0.233693796	0.034697608	2	1.05840761
NNXR	1.314878912	0.520730898	0.099293636	2	1.05840761
nnXX	0.94050131	0.272124272	0.066358852	2	0.14991402
nNxx	0.531645759	0.143699197	0.040689218	2	0.14991402
NNXx	0.874525585	0.289495778	0.054455648	2	0.14991402
nRcC	1.613113065	1.967234521	5.108765194	1	2.9832038
NRCC	0.380775912	1.792683428	11.53091226	1	2.9832038
NRcn	2.332566951	1.177895888	2.206495292	2	1.9833272
nrCr	1.284478797	1.909728525	0.128286937	1	2.9667778
nRCR	0.607266805	1.920473152	9.485134911	1	2.9667778
nRNc	1.69093197	0.817583497	0.203556166	2	1.9833272
NRnC	1.948723434	0.724912824	0.396404379	2	1.9833272
nrNN	0.893498068	0.173085833	0.063641958	3	0.9834506
nRnn	0.678864787	0.114877067	0.061233148	3	0.9834506
nRnN	0.61247615	0.162536935	0.043676707	3	0.9834506
NrnN	0.68251964	0.097889175	0.058197548	3	0.9834506
NrNn	0.497030063	0.08855636	0.04566224	3	0.9834506
NRnn	0.72169271	0.110319005	0.054786134	3	0.9834506
nrnr	0.937745205	0.279171282	0.024208839	2	1.9669012
nrNR	1.016231879	0.537106887	0.074415013	2	1.9669012
NRNR	1.097583876	0.348394999	0.084644232	2	1.9669012
NrnX	0.912252136	0.233504228	0.081791454	2	1.05840761
Nrrc	0.177290388	2.218599482	2.6326514	1	2.9667778
NrRC	0.850447279	1.9360867	1.655705139	1	2.9667778
nrrn	1.690724496	0.710262446	0.128824857	2	1.9669012
nrRn	1.194046751	0.462751403	0.119498258	2	1.9669012
nrRN	1.233919692	0.391759818	0.056060394	2	1.9669012
nRRN	1.465332414	0.642950767	0.173350145	2	1.9669012
NRRn	1.475245423	0.618258244	0.174757937	2	1.9669012
nRRr	0.51253579	1.375460842	0.159988828	1	2.9503518
NrRr	0.115708271	0.900024546	0.026335644	1	2.9503518
NRrR	0.764306864	1.826375609	0.822694363	1	2.9503518
nRRX	1.503965318	1.384224395	0.518446657	1	2.04185821
NRXc	1.199622244	1.796447965	1.724770994	1	2.05828421
NRXC	1.645338708	1.685996385	1.269762057	1	2.05828421
NrXN	0.815489243	0.27849999	0.047912225	2	1.05840761
NRXN	1.591445745	0.594712281	0.100914094	2	1.05840761
nRXR	0.428653535	0.478622787	0.014414413	1	2.04185821
NrxR	0.364124653	0.283211044	0.061164016	1	2.04185821
NrXR	0.338166457	0.263703846	0.01935968	1	2.04185821
NRxr	1.354548189	1.426933902	0.276670648	1	2.04185821
NRxx	1.854932289	1.352225453	0.149512432	1	1.13336462
nxcC	2.264386356	1.827108077	2.918984886	1	2.07471021
nxCc	2.256530916	1.976955763	3.296648331	1	2.07471021
NXcc	1.584789824	2.003321276	3.737493531	1	2.07471021
NXCc	2.0184597	1.961006162	4.569363381	1	2.07471021
nXcn	2.28525292	1.060207963	0.501542528	2	1.07483361
nXcN	2.583461279	1.212044844	0.499471025	2	1.07483361
nXCn	2.559935226	1.255954447	0.773982266	2	1.07483361
NxCN	2.345191138	1.054808567	0.312794775	2	1.07483361
nXcr	1.4730175	1.697056518	1.700120018	1	2.05828421
NXCX	2.435897955	1.684640624	0.712349919	1	1.14979062
nxnn	0.688717252	0.113404213	0.046671632	3	0.07495701
nXnN	0.439944953	0.089186935	0.016710966	3	0.07495701
nXNR	0.964356134	0.326026977	0.023329611	2	1.05840761
NxNr	0.385599183	0.094532629	0.020606275	2	1.05840761
nxnx	0.634321913	0.144275266	0.032452624	2	0.14991402
nxNX	0.905656821	0.239080614	0.030095474	2	0.14991402
NXNx	0.416256267	0.119013289	0.024509972	2	0.14991402
nxrc	1.489337322	2.011993306	2.07400074	1	2.05828421
